cell,cell_x,cell_y,gene_A,gene_B,r_check,gene_A_count,gene_B_count,colocalization_count
99_684,-55449.39903846154,1076.707331730769,Gabra2,Gabrb1,0.5,8,6,0
99_685,-55359.84975961538,1081.7626201923076,Gabra2,Gabrb1,0.5,2,0,0
99_686,-55344.90384615384,1079.235576923077,Gabra2,Gabrb1,0.5,7,2,0
99_687,-55480.21634615384,1079.423076923077,Gabra2,Gabrb1,0.5,3,3,0
99_688,-55388.40144230769,1076.5444711538462,Gabra2,Gabrb1,0.5,9,3,1
99_689,-55369.338942307695,1080.65625,Gabra2,Gabrb1,0.5,1,1,0
99_690,-55468.022836538454,1076.6610576923076,Gabra2,Gabrb1,0.5,3,1,0
99_691,-55375.06009615384,1077.0228365384614,Gabra2,Gabrb1,0.5,1,3,0
99_693,-55490.64903846154,1075.0048076923076,Gabra2,Gabrb1,0.5,3,2,1
99_694,-55415.55288461538,1074.2295673076924,Gabra2,Gabrb1,0.5,7,2,0
99_695,-55367.151442307695,1074.4633413461538,Gabra2,Gabrb1,0.5,3,5,1
99_696,-55360.44471153846,1076.6502403846152,Gabra2,Gabrb1,0.5,0,0,0
99_697,-55336.98317307692,1075.8125,Gabra2,Gabrb1,0.5,7,3,0
99_698,-55400.19230769231,1074.9807692307693,Gabra2,Gabrb1,0.5,3,3,1
99_699,-55313.6298076923,1073.7560096153843,Gabra2,Gabrb1,0.5,3,0,0
99_700,-55292.64423076923,1073.4711538461538,Gabra2,Gabrb1,0.5,2,2,0
99_701,-55352.94471153846,1072.858173076923,Gabra2,Gabrb1,0.5,4,0,0
99_702,-55299.93990384615,1072.3401442307693,Gabra2,Gabrb1,0.5,2,3,3
99_704,-55438.81009615384,1071.4795673076922,Gabra2,Gabrb1,0.5,1,2,0
99_705,-55425.26442307692,1070.8185096153843,Gabra2,Gabrb1,0.5,3,3,0
99_706,-55457.90865384615,1070.5240384615383,Gabra2,Gabrb1,0.5,4,5,1
99_707,-55306.875,1069.8269230769229,Gabra2,Gabrb1,0.5,1,3,0
99_708,-55325.03605769231,1069.0709134615383,Gabra2,Gabrb1,0.5,0,3,0
99_711,-55360.745192307695,1070.965144230769,Gabra2,Gabrb1,0.5,1,0,0
99_713,-55377.5,1069.0126201923076,Gabra2,Gabrb1,0.5,2,2,0
99_714,-55346.61057692307,1067.8197115384614,Gabra2,Gabrb1,0.5,5,3,0
99_715,-55394.93990384616,1069.1201923076922,Gabra2,Gabrb1,0.5,4,1,0
99_716,-55473.83413461538,1068.0721153846157,Gabra2,Gabrb1,0.5,4,1,0
99_717,-55448.53365384615,1066.3665865384614,Gabra2,Gabrb1,0.5,0,1,0
99_718,-55362.92067307692,1060.7608173076924,Gabra2,Gabrb1,0.5,3,4,1
99_720,-55315.79326923077,1062.889423076923,Gabra2,Gabrb1,0.5,1,3,0
99_721,-55386.51442307692,1060.6346153846152,Gabra2,Gabrb1,0.5,2,3,0
99_722,-55295.46274038461,1063.9050480769229,Gabra2,Gabrb1,0.5,3,1,0
99_723,-55465.15624999999,1062.747596153846,Gabra2,Gabrb1,0.5,5,3,0
99_724,-55416.93509615384,1063.0048076923078,Gabra2,Gabrb1,0.5,1,0,0
99_725,-55330.36057692307,1063.048076923077,Gabra2,Gabrb1,0.5,0,0,0
99_726,-55337.99278846153,1062.2944711538462,Gabra2,Gabrb1,0.5,4,1,0
99_727,-55354.32692307692,1063.3509615384614,Gabra2,Gabrb1,0.5,0,1,0
99_729,-55372.60817307692,1059.2403846153845,Gabra2,Gabrb1,0.5,2,1,1
99_730,-55400.07211538461,1058.4134615384614,Gabra2,Gabrb1,0.5,9,4,0
99_731,-55427.241586538454,1057.811298076923,Gabra2,Gabrb1,0.5,2,1,0
99_732,-55325.43269230769,1057.9759615384617,Gabra2,Gabrb1,0.5,4,0,0
99_733,-55349.987980769234,1049.6388221153845,Gabra2,Gabrb1,0.5,4,1,0
99_734,-55303.55769230769,1055.8677884615383,Gabra2,Gabrb1,0.5,1,3,0
99_735,-55313.03485576923,1053.5522836538462,Gabra2,Gabrb1,0.5,4,2,0
99_736,-55292.67427884615,1055.822716346154,Gabra2,Gabrb1,0.5,0,0,0
99_737,-55384.77163461538,1051.629206730769,Gabra2,Gabrb1,0.5,2,5,0
99_738,-55334.699519230766,1051.8365384615386,Gabra2,Gabrb1,0.5,4,1,0
99_739,-55408.36538461538,1051.2752403846157,Gabra2,Gabrb1,0.5,8,3,0
99_740,-55359.49519230769,1051.5072115384617,Gabra2,Gabrb1,0.5,0,0,0
99_742,-55303.32932692308,1045.8004807692307,Gabra2,Gabrb1,0.5,3,1,0
99_743,-55373.77403846153,1047.985576923077,Gabra2,Gabrb1,0.5,4,2,0
99_744,-55292.68028846154,1047.0282451923076,Gabra2,Gabrb1,0.5,1,0,0
99_745,-55327.68629807692,1046.5991586538462,Gabra2,Gabrb1,0.5,3,1,1
99_748,-55366.995192307695,1040.703125,Gabra2,Gabrb1,0.5,3,2,0
99_749,-55399.93990384615,1042.844951923077,Gabra2,Gabrb1,0.5,1,1,0
99_752,-55333.88221153846,1041.5444711538462,Gabra2,Gabrb1,0.5,2,2,0
99_753,-55380.73317307692,1038.1021634615383,Gabra2,Gabrb1,0.5,0,3,0
99_754,-55324.074519230766,1036.8299278846152,Gabra2,Gabrb1,0.5,2,1,0
99_756,-55336.94711538462,1034.484375,Gabra2,Gabrb1,0.5,2,0,0
99_757,-55393.08894230769,1024.5192307692307,Gabra2,Gabrb1,0.5,0,3,0
99_760,-55378.395432692305,1023.3569711538462,Gabra2,Gabrb1,0.5,2,0,0
114_1,-55240.33653846153,1416.8425480769229,Gabra2,Gabrb1,0.5,0,0,0
114_8,-55072.68028846154,1411.3978365384614,Gabra2,Gabrb1,0.5,1,0,0
114_9,-55054.230769230766,1409.0673076923076,Gabra2,Gabrb1,0.5,0,1,0
114_11,-55059.43509615384,1408.621394230769,Gabra2,Gabrb1,0.5,0,0,0
114_15,-55064.96394230769,1405.782451923077,Gabra2,Gabrb1,0.5,2,0,0
114_18,-55262.43990384615,1399.4783653846152,Gabra2,Gabrb1,0.5,0,3,0
114_19,-55045.09615384616,1398.1033653846152,Gabra2,Gabrb1,0.5,1,0,0
114_25,-55249.393028846156,1387.9308894230767,Gabra2,Gabrb1,0.5,1,3,1
114_26,-55210.138221153844,1386.71875,Gabra2,Gabrb1,0.5,0,0,0
114_27,-55283.62980769231,1382.5673076923076,Gabra2,Gabrb1,0.5,0,0,0
114_32,-55208.557692307695,1375.5745192307693,Gabra2,Gabrb1,0.5,1,0,0
114_35,-55054.44711538462,1367.311298076923,Gabra2,Gabrb1,0.5,0,0,0
114_40,-55103.65384615384,1359.6995192307693,Gabra2,Gabrb1,0.5,1,0,0
114_41,-55076.67067307692,1354.8016826923076,Gabra2,Gabrb1,0.5,0,0,0
114_43,-55194.21875,1344.9399038461538,Gabra2,Gabrb1,0.5,2,2,0
114_45,-55095.67307692308,1343.2175480769229,Gabra2,Gabrb1,0.5,0,0,0
114_46,-55025.25841346153,1344.8768028846152,Gabra2,Gabrb1,0.5,0,0,0
114_52,-55027.76442307692,1331.8810096153843,Gabra2,Gabrb1,0.5,0,0,0
114_54,-55165.90144230769,1323.887019230769,Gabra2,Gabrb1,0.5,1,0,0
114_56,-55099.39903846154,1324.0048076923076,Gabra2,Gabrb1,0.5,2,0,0
114_57,-55184.27884615384,1324.578125,Gabra2,Gabrb1,0.5,2,1,0
114_60,-55094.26682692307,1312.605769230769,Gabra2,Gabrb1,0.5,2,0,0
114_62,-55191.06370192308,1310.738581730769,Gabra2,Gabrb1,0.5,0,2,0
114_63,-55036.11778846154,1309.3022836538462,Gabra2,Gabrb1,0.5,1,0,0
114_66,-55039.79567307692,1306.3269230769229,Gabra2,Gabrb1,0.5,0,0,0
114_67,-55162.86057692308,1304.0564903846152,Gabra2,Gabrb1,0.5,0,2,0
114_72,-55227.091346153844,1295.4615384615386,Gabra2,Gabrb1,0.5,0,0,0
114_76,-55044.44711538461,1287.34375,Gabra2,Gabrb1,0.5,0,0,0
114_77,-55284.27884615384,1282.139423076923,Gabra2,Gabrb1,0.5,0,0,0
114_80,-55203.63581730769,1281.7487980769229,Gabra2,Gabrb1,0.5,0,1,0
114_81,-55023.67788461538,1280.0360576923076,Gabra2,Gabrb1,0.5,3,4,0
114_84,-55228.36538461538,1272.269230769231,Gabra2,Gabrb1,0.5,0,0,0
114_85,-55013.731971153844,1274.9621394230771,Gabra2,Gabrb1,0.5,0,1,0
114_89,-55142.59014423077,1270.8395432692305,Gabra2,Gabrb1,0.5,2,0,0
114_90,-55041.40625,1269.1526442307693,Gabra2,Gabrb1,0.5,0,1,0
114_91,-55220.168269230766,1268.5036057692307,Gabra2,Gabrb1,0.5,0,0,0
114_92,-55062.05528846153,1269.9266826923078,Gabra2,Gabrb1,0.5,1,0,0
114_94,-55024.63942307692,1271.2127403846152,Gabra2,Gabrb1,0.5,0,2,0
114_95,-55014.777644230766,1267.673076923077,Gabra2,Gabrb1,0.5,1,2,0
114_96,-55067.199519230766,1267.0120192307693,Gabra2,Gabrb1,0.5,1,2,0
114_98,-55028.34735576923,1266.2920673076922,Gabra2,Gabrb1,0.5,2,0,0
114_99,-55267.93870192308,1264.3365384615386,Gabra2,Gabrb1,0.5,0,0,0
114_100,-55281.730769230766,1261.2788461538462,Gabra2,Gabrb1,0.5,6,7,1
114_103,-55083.77403846154,1262.8798076923076,Gabra2,Gabrb1,0.5,0,2,0
114_104,-55246.77884615384,1260.9807692307693,Gabra2,Gabrb1,0.5,3,2,0
114_106,-55021.80288461538,1260.1442307692307,Gabra2,Gabrb1,0.5,3,4,0
114_107,-55002.28365384615,1260.7007211538462,Gabra2,Gabrb1,0.5,0,0,0
114_108,-55169.44711538461,1257.953125,Gabra2,Gabrb1,0.5,5,2,0
114_109,-55052.65624999999,1258.6454326923076,Gabra2,Gabrb1,0.5,0,0,0
114_110,-55012.10336538462,1254.3209134615386,Gabra2,Gabrb1,0.5,4,2,0
114_113,-55077.65024038461,1257.0132211538462,Gabra2,Gabrb1,0.5,4,2,0
114_114,-55272.8125,1255.9170673076922,Gabra2,Gabrb1,0.5,0,0,0
114_115,-55209.21875,1254.8521634615386,Gabra2,Gabrb1,0.5,2,2,0
114_116,-55260.49879807692,1253.3106971153848,Gabra2,Gabrb1,0.5,4,4,0
114_117,-55102.83653846153,1254.7764423076922,Gabra2,Gabrb1,0.5,6,0,0
114_118,-55068.59375,1255.8257211538462,Gabra2,Gabrb1,0.5,6,1,0
114_120,-55238.99038461538,1251.0072115384614,Gabra2,Gabrb1,0.5,1,4,0
114_122,-55284.59134615384,1252.7103365384614,Gabra2,Gabrb1,0.5,0,1,0
114_123,-55034.44711538461,1250.8100961538462,Gabra2,Gabrb1,0.5,3,1,0
114_126,-55193.54567307692,1251.0841346153843,Gabra2,Gabrb1,0.5,1,1,0
114_127,-55025.0,1247.8641826923076,Gabra2,Gabrb1,0.5,3,4,0
114_129,-55219.41105769231,1248.044471153846,Gabra2,Gabrb1,0.5,4,4,0
114_130,-55076.72475961539,1249.1995192307693,Gabra2,Gabrb1,0.5,2,2,2
114_131,-55157.5,1249.0384615384614,Gabra2,Gabrb1,0.5,0,1,0
114_132,-55134.29086538461,1247.2716346153843,Gabra2,Gabrb1,0.5,2,0,0
114_133,-55057.710336538454,1247.5150240384614,Gabra2,Gabrb1,0.5,3,1,1
114_135,-55278.551682692305,1247.6478365384614,Gabra2,Gabrb1,0.5,2,2,0
114_137,-55203.42548076923,1247.173076923077,Gabra2,Gabrb1,0.5,1,1,0
114_139,-55092.175480769234,1245.8930288461538,Gabra2,Gabrb1,0.5,2,2,0
114_142,-55165.57692307692,1244.5973557692307,Gabra2,Gabrb1,0.5,5,2,1
114_143,-55070.19230769231,1241.329326923077,Gabra2,Gabrb1,0.5,3,2,0
114_145,-55083.08894230769,1243.0264423076922,Gabra2,Gabrb1,0.5,0,0,0
114_146,-55176.5625,1241.0270432692305,Gabra2,Gabrb1,0.5,5,0,0
114_147,-55284.27884615384,1241.2680288461538,Gabra2,Gabrb1,0.5,1,1,0
114_150,-55060.90745192308,1240.5655048076924,Gabra2,Gabrb1,0.5,4,0,0
114_151,-55049.95192307692,1241.4957932692307,Gabra2,Gabrb1,0.5,0,0,0
114_153,-55259.43509615384,1242.5444711538462,Gabra2,Gabrb1,0.5,6,1,0
114_154,-55226.47836538461,1237.1454326923076,Gabra2,Gabrb1,0.5,10,9,1
114_155,-55194.78365384615,1241.6754807692307,Gabra2,Gabrb1,0.5,1,3,0
114_156,-55156.68269230769,1239.1225961538462,Gabra2,Gabrb1,0.5,1,2,0
114_157,-55138.14903846154,1240.3569711538462,Gabra2,Gabrb1,0.5,1,0,0
114_158,-55031.183894230766,1241.4224759615386,Gabra2,Gabrb1,0.5,0,0,0
114_159,-55241.93509615384,1239.4747596153843,Gabra2,Gabrb1,0.5,5,1,0
114_160,-55105.9375,1239.8215144230771,Gabra2,Gabrb1,0.5,0,3,0
114_162,-55269.044471153844,1240.7992788461538,Gabra2,Gabrb1,0.5,1,1,0
114_163,-55210.56490384616,1238.2109375,Gabra2,Gabrb1,0.5,10,4,0
114_164,-55126.77884615384,1237.3473557692307,Gabra2,Gabrb1,0.5,2,0,0
114_166,-55278.67788461538,1239.0703125,Gabra2,Gabrb1,0.5,4,1,0
114_167,-55000.012019230766,1235.036658653846,Gabra2,Gabrb1,0.5,6,3,0
114_173,-55165.79326923077,1235.594951923077,Gabra2,Gabrb1,0.5,1,3,0
114_175,-55184.47115384615,1232.6556490384614,Gabra2,Gabrb1,0.5,3,4,0
114_177,-55257.99278846154,1231.9747596153848,Gabra2,Gabrb1,0.5,4,5,0
114_178,-55200.34855769231,1233.8341346153843,Gabra2,Gabrb1,0.5,3,3,0
114_179,-55073.82211538462,1231.8413461538462,Gabra2,Gabrb1,0.5,9,4,0
114_181,-55150.47475961538,1232.4128605769233,Gabra2,Gabrb1,0.5,4,4,0
114_182,-55115.432692307695,1233.9993990384614,Gabra2,Gabrb1,0.5,2,1,0
114_183,-55033.34134615384,1235.3834134615386,Gabra2,Gabrb1,0.5,0,0,0
114_185,-55283.81610576923,1232.2091346153848,Gabra2,Gabrb1,0.5,1,0,0
114_186,-55140.78725961539,1231.4993990384614,Gabra2,Gabrb1,0.5,0,0,0
114_187,-55095.949519230766,1231.5300480769229,Gabra2,Gabrb1,0.5,7,1,0
114_189,-55270.62499999999,1229.262019230769,Gabra2,Gabrb1,0.5,2,2,0
114_190,-55133.59375,1229.639423076923,Gabra2,Gabrb1,0.5,6,4,0
114_191,-55084.12860576923,1231.842548076923,Gabra2,Gabrb1,0.5,1,2,0
114_192,-55027.94471153846,1233.640625,Gabra2,Gabrb1,0.5,1,0,0
114_193,-55055.08413461538,1231.8930288461538,Gabra2,Gabrb1,0.5,0,0,0
114_194,-55062.512019230766,1231.126201923077,Gabra2,Gabrb1,0.5,1,0,0
114_196,-55014.63942307692,1227.9555288461538,Gabra2,Gabrb1,0.5,5,4,2
114_197,-55237.63822115384,1229.3762019230767,Gabra2,Gabrb1,0.5,3,1,0
114_198,-55206.574519230766,1226.5240384615386,Gabra2,Gabrb1,0.5,5,5,0
114_199,-55248.611778846156,1223.4368990384614,Gabra2,Gabrb1,0.5,6,6,0
114_200,-55101.96514423077,1226.3984375,Gabra2,Gabrb1,0.5,0,0,0
114_203,-55167.24759615384,1227.3040865384614,Gabra2,Gabrb1,0.5,3,1,0
114_204,-55120.793269230766,1226.8052884615386,Gabra2,Gabrb1,0.5,3,0,0
114_205,-55043.804086538454,1229.7007211538462,Gabra2,Gabrb1,0.5,0,0,0
114_206,-55191.17788461538,1225.7283653846152,Gabra2,Gabrb1,0.5,2,2,0
114_209,-55230.75120192308,1224.8203125,Gabra2,Gabrb1,0.5,4,2,0
114_210,-55175.28846153846,1225.3521634615386,Gabra2,Gabrb1,0.5,2,0,0
114_211,-55007.445913461546,1223.6508413461538,Gabra2,Gabrb1,0.5,3,2,0
114_215,-55021.502403846156,1222.3936298076922,Gabra2,Gabrb1,0.5,1,1,0
114_217,-55090.04807692308,1223.0342548076922,Gabra2,Gabrb1,0.5,3,3,0
114_218,-55144.93990384616,1221.1514423076922,Gabra2,Gabrb1,0.5,2,0,0
114_219,-55109.53125,1220.0360576923078,Gabra2,Gabrb1,0.5,1,1,0
114_220,-55215.76923076923,1218.951923076923,Gabra2,Gabrb1,0.5,6,9,0
114_221,-55157.800480769234,1221.0144230769229,Gabra2,Gabrb1,0.5,3,2,0
114_225,-55284.14663461538,1222.3305288461538,Gabra2,Gabrb1,0.5,1,0,0
114_226,-55067.99278846154,1222.3473557692307,Gabra2,Gabrb1,0.5,1,1,0
114_227,-55222.58413461538,1222.7872596153843,Gabra2,Gabrb1,0.5,0,1,0
114_228,-55279.26682692308,1222.0739182692307,Gabra2,Gabrb1,0.5,1,1,0
114_229,-55271.66466346154,1220.334735576923,Gabra2,Gabrb1,0.5,2,1,0
114_230,-55052.29567307692,1220.1622596153845,Gabra2,Gabrb1,0.5,3,1,0
114_231,-55260.81730769231,1220.2560096153848,Gabra2,Gabrb1,0.5,5,2,0
114_232,-55200.55288461538,1218.3185096153843,Gabra2,Gabrb1,0.5,6,7,1
114_233,-55058.18509615384,1219.688701923077,Gabra2,Gabrb1,0.5,0,0,0
114_234,-55182.11538461538,1218.9098557692307,Gabra2,Gabrb1,0.5,2,2,0
114_235,-55137.70432692308,1217.4579326923076,Gabra2,Gabrb1,0.5,5,4,0
114_237,-55120.51682692308,1217.2878605769233,Gabra2,Gabrb1,0.5,1,2,0
114_239,-55023.85817307692,1211.3617788461538,Gabra2,Gabrb1,0.5,1,3,0
114_242,-55173.89423076923,1217.0144230769229,Gabra2,Gabrb1,0.5,3,2,0
114_243,-55081.80288461538,1216.469951923077,Gabra2,Gabrb1,0.5,6,2,0
114_245,-55240.52884615384,1211.359375,Gabra2,Gabrb1,0.5,9,2,0
114_246,-55129.63341346153,1214.625,Gabra2,Gabrb1,0.5,2,1,0
114_248,-55254.07451923077,1211.761418269231,Gabra2,Gabrb1,0.5,0,2,0
114_249,-55016.32211538461,1213.7223557692307,Gabra2,Gabrb1,0.5,5,2,0
114_250,-55230.42067307692,1214.4501201923076,Gabra2,Gabrb1,0.5,5,4,0
114_251,-55164.78365384615,1214.7427884615383,Gabra2,Gabrb1,0.5,3,2,1
114_252,-55095.54086538462,1215.6712740384614,Gabra2,Gabrb1,0.5,1,5,0
114_253,-55010.91346153846,1214.7836538461538,Gabra2,Gabrb1,0.5,0,0,0
114_255,-55002.1875,1211.1664663461538,Gabra2,Gabrb1,0.5,0,1,0
114_257,-55208.401442307695,1210.9867788461538,Gabra2,Gabrb1,0.5,2,4,0
114_258,-55193.90625,1207.25,Gabra2,Gabrb1,0.5,0,2,0
114_259,-55103.72596153846,1212.185096153846,Gabra2,Gabrb1,0.5,1,2,0
114_261,-55278.95432692308,1211.4951923076922,Gabra2,Gabrb1,0.5,2,2,0
114_262,-55059.42908653846,1210.046875,Gabra2,Gabrb1,0.5,0,0,0
114_263,-55223.87019230769,1210.8016826923078,Gabra2,Gabrb1,0.5,1,1,0
114_264,-55271.40024038461,1207.5522836538462,Gabra2,Gabrb1,0.5,3,0,0
114_265,-55284.387019230766,1206.6117788461538,Gabra2,Gabrb1,0.5,1,0,0
114_266,-55119.71153846154,1207.4399038461538,Gabra2,Gabrb1,0.5,3,1,0
114_267,-55088.762019230766,1207.7175480769229,Gabra2,Gabrb1,0.5,6,1,0
114_270,-55172.52403846154,1207.6850961538462,Gabra2,Gabrb1,0.5,8,0,0
114_271,-55112.07932692308,1206.655048076923,Gabra2,Gabrb1,0.5,2,2,0
114_274,-55154.675480769234,1203.0540865384614,Gabra2,Gabrb1,0.5,1,4,0
114_275,-55141.47836538461,1205.102764423077,Gabra2,Gabrb1,0.5,4,4,0
114_276,-55181.32211538461,1205.1911057692307,Gabra2,Gabrb1,0.5,3,2,1
114_279,-55075.73317307692,1204.6322115384614,Gabra2,Gabrb1,0.5,0,0,0
114_280,-55251.27403846153,1202.3798076923076,Gabra2,Gabrb1,0.5,1,0,0
114_281,-55232.734375,1203.7920673076922,Gabra2,Gabrb1,0.5,6,2,0
114_283,-55215.372596153844,1203.7938701923076,Gabra2,Gabrb1,0.5,5,2,0
114_285,-55096.47836538462,1200.9637019230768,Gabra2,Gabrb1,0.5,5,1,0
114_286,-55131.43028846154,1201.721514423077,Gabra2,Gabrb1,0.5,5,0,0
114_287,-55070.390625,1200.3891826923077,Gabra2,Gabrb1,0.5,2,0,0
114_288,-55056.55048076923,1203.1189903846152,Gabra2,Gabrb1,0.5,0,0,0
114_290,-55262.554086538454,1197.6481971153846,Gabra2,Gabrb1,0.5,2,1,0
114_291,-55243.05288461538,1198.8573317307691,Gabra2,Gabrb1,0.5,8,1,0
114_292,-55278.894230769234,1200.6397836538458,Gabra2,Gabrb1,0.5,2,3,0
114_294,-55190.87740384615,1197.8579326923077,Gabra2,Gabrb1,0.5,5,3,0
114_295,-55122.42788461538,1198.9234375,Gabra2,Gabrb1,0.5,0,1,0
114_296,-55222.84855769231,1198.7900240384615,Gabra2,Gabrb1,0.5,10,2,0
114_297,-55202.277644230766,1200.1548076923077,Gabra2,Gabrb1,0.5,6,3,0
114_298,-55167.11538461538,1198.4594951923077,Gabra2,Gabrb1,0.5,2,0,0
114_300,-55209.34495192308,1193.3855769230768,Gabra2,Gabrb1,0.5,0,0,0
114_301,-55051.05769230769,1197.737139423077,Gabra2,Gabrb1,0.5,0,0,0
114_303,-55015.12019230769,1199.1806490384615,Gabra2,Gabrb1,0.5,1,0,0
114_304,-55005.12019230769,1193.6788461538463,Gabra2,Gabrb1,0.5,0,3,0
114_306,-55104.375,1197.1421875,Gabra2,Gabrb1,0.5,0,0,0
114_307,-55136.99519230769,1193.6469951923077,Gabra2,Gabrb1,0.5,2,3,0
114_308,-55026.32211538462,1196.2275240384615,Gabra2,Gabrb1,0.5,0,1,0
114_309,-55231.68269230769,1194.4342548076922,Gabra2,Gabrb1,0.5,6,2,0
114_311,-55117.361778846156,1192.5911057692306,Gabra2,Gabrb1,0.5,5,0,0
114_312,-55178.96634615384,1193.1493990384615,Gabra2,Gabrb1,0.5,6,3,2
114_313,-55039.42307692308,1192.2185096153844,Gabra2,Gabrb1,0.5,2,1,0
114_315,-55145.82932692307,1191.5370192307691,Gabra2,Gabrb1,0.5,3,0,0
114_316,-55109.50721153845,1189.9606971153846,Gabra2,Gabrb1,0.5,3,1,0
114_317,-55194.48317307692,1188.6181490384615,Gabra2,Gabrb1,0.5,2,5,0
114_319,-55249.897836538454,1191.0754807692308,Gabra2,Gabrb1,0.5,3,0,0
114_322,-55048.56370192306,1191.8495192307691,Gabra2,Gabrb1,0.5,0,1,0
114_323,-55278.28125,1190.228125,Gabra2,Gabrb1,0.5,3,1,0
114_324,-55153.239182692305,1189.6271634615384,Gabra2,Gabrb1,0.5,2,1,1
114_326,-55159.26682692307,1188.6235576923077,Gabra2,Gabrb1,0.5,2,1,0
114_327,-55129.31490384616,1186.140985576923,Gabra2,Gabrb1,0.5,3,1,0
114_328,-55219.71754807692,1188.4192307692306,Gabra2,Gabrb1,0.5,0,0,0
114_330,-55100.745192307695,1187.4282451923077,Gabra2,Gabrb1,0.5,2,7,0
